url,title,content
https://ja.wikipedia.org/wiki?curid=3751146,理想の男になる方法,...緒に写真を撮ったのである。翌朝、ノアがベッドで目を覚ますと、驚くべきことに、彼は時間を遡っていた。ノアはエイヴリーと会った日にタイムスリップしたのである。またとないチャンスを得たノアはエイヴリーを口説き...
https://ja.wikipedia.org/wiki?curid=3753362,キングバード50,...録するなか、残念ながら全員が凍死してしまった様である。そして驚くべきことに、なんと未確認機の正体は、既に1955年には全機引退しているはずの米国空軍のボーイングB-50スーパーフォートレス爆撃機だったこ...
https://ja.wikipedia.org/wiki?curid=3527172,セオドール・TY01,...ングビーチで行われたアメリカ西グランプリがデビュー戦となり、驚くべきことにパトリック・タンベイが6位に入賞、1ポイントを獲得した。これはTY01の唯一の獲得ポイントであった。この他に、デレック・デイリー...
https://ja.wikipedia.org/wiki?curid=3514983,ビル・ダーレン,...打記録を更新した。8月7日の試合で6打数0安打に終わったが、驚くべきことに次の試合から再び28試合連続安打を放ちし、71試合中70試合で安打を記録した。1899年シーズンの前にスーパーバスにトレードされ...
https://ja.wikipedia.org/wiki?curid=3452299,ユーリ・メッセン・ジャシン,...ォリコーフェンにある彼の仕事部屋で１９７０年代に作成された。驚くべきことには、彼の作品「もっと光を」では、電球はポップアートで消費世界の虚像と象徴から逃れる破壊的力として現れる。それはスイスのヴォードの...
https://ja.wikipedia.org/wiki?curid=3580570,S5 0014+81,...測定するために、スウィフトを用いてこの銀河の光度を観測した。驚くべきことに、S5 0014+81の中心部のブラックホールは、天の川銀河の中心部のブラックホールの実に10000倍、太陽の400億倍、という...
https://ja.wikipedia.org/wiki?curid=3581393,ジャーヴィス (J級駆逐艦),...も艦首を吹き飛ばされたが、自力で安全にナポリまで後退できた。驚くべきことにこの事件でジャーヴィスの死傷者はゼロであり、そしてジェーナスの生存者を救助することができた。ジャーヴィスは生涯で13個の戦闘名誉...
https://ja.wikipedia.org/wiki?curid=3541595,サタリー総合病院,"...でに、サタリーは、12,000人以上の患者の処置をしていた。驚くべきことに、そのうちの死者はわずか260人で、当時の衛生環境やまだ比較的低い水準にあったを考えると、これは特筆に値することであった。戦後、..."
https://ja.wikipedia.org/wiki?curid=3582390,ビューティフル・クリーチャーズ 光と闇に選ばれし者,...3年生になって最初の登校日、イーサンは新入生のレナと出会う。驚くべきことに、レナはイーサンの夢に出てきたあの女の子にそっくりであった。他の学生たちはレナから距離を取っていた。学生たちの間で「レナの一族は...
https://ja.wikipedia.org/wiki?curid=3734619,モリーズ・ゲーム,...才覚を生かすべく、自分のポーカークラブを設立することにした。驚くべきことに、モリーにはディーラーとしての才覚だけではなく、経営者としての才覚も十二分に備わっていた。宣伝工作が功を奏し、ディーンのクラブの...
https://ja.wikipedia.org/wiki?curid=3673278,スイス・アーミー・マン,...口の中に流れ込んだ結果、死体は飲料水の供給源となった。さらに驚くべきことに、死体は英語を話し始め、自らをメニーと名乗った。海岸で拾ったポルノ雑誌を見て勃起したメニーに苦笑したハンクだったが、そのペニスが...
https://ja.wikipedia.org/wiki?curid=3684175,エンジェル・ラット,...において5点満点中4点を付け「前作とほぼ同様に良い作品だが、驚くべきことに、理由は分からないが1991年秋にリリースされてから間もなく、視界から消えていった」「バンドが継続的に表現してきたサイエンス・フ...
https://ja.wikipedia.org/wiki?curid=3704231,ワイルド・ワン〜ベスト・オブ・シン・リジィ,...等、リジィの人気曲として期待されている曲は網羅されているが、驚くべきことに、アルバムのタイトルの由来となった曲（1975年のアルバム『ファイティング!!』からの曲）は収録されていない」、日本初回盤ボーナ...
https://ja.wikipedia.org/wiki?curid=3716501,キャサリン・ロールズ,...ていたが、辛うじて4位に終わった。その後、飛板飛込に出場し、驚くべきことに王者ジョージア・コールマンに勝った。高飛込は強風のため出場を取りやめた。ロサンゼルス五輪でロールズはコールマンに次ぐ銀メダルを獲...
https://ja.wikipedia.org/wiki?curid=3638368,ワット・スワンドーク,...利が新たに建立された寺院に納められるようになったとき、それは驚くべきことにそれ自体がそのまま2つになった。その舎利の1つは、予定通り、ワット・ブッパラームドークマイの中の祠堂に納められたが、もう一方の舎...
https://ja.wikipedia.org/wiki?curid=3728946,"7mm-08レミントン7mm-08レミントン7mm-08レミントン（英：""7mm-08 Remington""）はライフル実包。1958年ごろに開発された 7mm/308 として知られるワイルドキャット・カートリッジをほとんど直接コピーしたものである。名称からわかるとおり、.308ウィンチェスターの薬きょうをネック・ダウンし を装着できるようにしたもので、それに伴い薬きょうの全長がわずかに長くなっている。.308 Win をベースとした実包の中でも.243ウィンチェスターに次いで二番目に人気が高いが、元となった .308 はこれら両方よりも普及している 。1980年にレミントン・アームズ社が自らの名前を命名し、同社のライフルであるとモデル700の口径の選択肢として提供したことで普及した。7mm-08 は工場装弾の選択肢の幅が非常に広く、手詰を行わない人々にとっても選択肢となり得る。重さ100から195グレーンの弾頭が使用できる。130-150グレーンの弾頭はほとんどの狩猟用に適しているが、長距離においては高い弾道係数を確保するためにさらに重い弾頭を選択することになると考えられる。構成によっては中型あるいはさらに大型の獲物や標的射撃に供するため、154から195グレーンの弾頭が使用されることもある。通常、7mm-08 では中程度の燃焼速度のライフル用火薬が最もうまく機能するとされている。7mm-08 は弾頭重量の選択肢の幅が広く、バーミント、狩猟、、長距離射撃などに適しており、同様ににも適している。長距離の標的射撃とメタリック・シルエット射撃においては、0.625 BC (G1) でプラスチック・チップ付きの162グレーン A-Max 弾頭が非常に精度が高いとされている。この A-Max 弾頭とシエラの150グレーンの MatchKing はシルエット射手に人気がある。7mm-08レミントンは密林や大きく開けた場所を含めたほとんどの狩猟環境で使用できる。また、.308ウィンチェスターや.30-06スプリングフィールドと比べると、7mmというわずかに小さい径の弾頭は一般的によりよい弾道係数 (BC) を持っているので、飛翔中に抗力と横風の影響を受けにくく、同等の弾頭重量においてはより平坦な軌道となる。そして、その軌道は.270ウィンチェスターに匹敵するとされている。リコイルは .243 Win よりもわずかに大きいが、ほとんどの場合は .308 Win よりも小さい。このリコイルの小ささは年少者や初心者に向いているが、経験者やハンターにとっても同様に有用である。""Shooting Industry"" の Howard Brant は「7mm-08 は狩猟においてはなんとも大当たりの商品である。北米や他の場所にみられる中型のビッグ・ゲームすべてを効率的に仕留めるのに十分すぎる威力をもった最高の実包だ。」と述べている。雑誌 ""Petersen's Hunting"" の Wayne van Zwoll は「効率的な薬きょうの設計と、北アメリカのほとんどのビッグ・ゲームに適した弾頭重量の選択肢の多さのおかげで、7mm-08 は狩猟全般においては最高の選択肢である。リコイルも小さく、軽量なショート・アクション・ライフルに最適だ。また、140グレーンの弾頭は.308の150グレーン弾頭よりも500ヤード地点の標的に対してより早く同等のエネルギーを持って着弾するため、メタリック・シルエットで好まれている。」と述べた。同様にエルクにとっては""致命的""であるとも述べた。""Field & Stream"" の David E. Petzal は「7mm-08 の利点は非常に軽量なこと、砲口爆風があまり生じないこと、用途に合わせた弾頭重量の豊富さ、そしてその一流の精度である。」と述べた <ref name=""Field & Stream, 'The Gun Nut: Why I Like the 7mm/08'",...手可能性、装弾の入手可能性と選択、すべてを考慮すると、むしろ驚くべきことに勝者は7mm-08レミントンだ。10年前、それどころか5年前でもそんなことは言わなかったが。しかし、この性能の良い効果的な小さい...
https://ja.wikipedia.org/wiki?curid=3701803,トランプ:ザ・ゲーム,"...金色のゲーム盤の上を動くTのコマを見るのが気にならなければ、驚くべきことに面白い」と書いた。しかしシャブリスは、「""（Power Grid）""のような、もっと良いビジネスボードゲームが手に入る」とも言っ..."
https://ja.wikipedia.org/wiki?curid=3674987,ルイの9番目の人生,...物を夢で見た。ルイはとある洞窟の中でその生き物に会っていた。驚くべきことに、ピーターの死体は洞窟の中で発見され、しかも海藻が体に巻き付いていたのである。ルイが夢で会っている生き物はピーターだと考えるより...
https://ja.wikipedia.org/wiki?curid=2908465,ウラムの螺旋,...形の格子状に書き下した。そして素数に印をつけ、次の図を得た。驚くべきことに、素数は斜め対角線に沿って並ぶ傾向があった。上に示された例に比べれば水平線や垂線はやや目立たないが、やはり明確である。素数は2を...
https://ja.wikipedia.org/wiki?curid=2940841,J-不変量,"...不変量は 上の楕円曲線のパラメータ化として研究されていたが、驚くべきことに、モンスター群の対称性との関係を持っている（この関係はモンストラス・ムーンシャインと呼ばれる）。""j""-不変量がある無限和（下記..."
https://ja.wikipedia.org/wiki?curid=2950613,アラゲジリス属,...に極端に厳しい競争が存在するものであるにもかかわらず、非常に驚くべきことに、彼らの縄張りは他の集団と共有されている。これは集団で生活する本能によって、競争による繁殖機会の不利益を得る代わりに、捕食者から...
https://ja.wikipedia.org/wiki?curid=2980646,ジョン・コルトレーンの世界,...ーシスト・ジミー·ギャリソンの時代の『至上の愛』などを映す。驚くべきことに、彼の結婚を含め、ジョン·コルトレーンの個人的な生活、アリス·コルトレーン、彼の息子ラヴィ、彼の死にも密着した。...
https://ja.wikipedia.org/wiki?curid=2624915,フィネアス・ゲージ,...”は、血液と脳にまみれて25mほど先に落ちたと言われている。驚くべきことに、ゲージは数分もたたないうちに口を利き、ほとんど人の手も借りずに歩き、街にある自宅への1.2kmを荷車に乗っているあいだ背筋を起...
https://ja.wikipedia.org/wiki?curid=2666448,トマス・マシューズ,...なわれたかとの主張に強く反対し、このような声明を発表した。「驚くべきことに、マシューズ提督には常識、礼儀作法、あるいは粋といったものがない。提督が知っているのは白黒をつけるということだけであり、中間とい...
https://ja.wikipedia.org/wiki?curid=2651460,JUNQとIPOD,...ミスフォールドタンパク質の分解系による除去を阻害したところ、驚くべきことに細胞質内には2種類の封入体が形成され、その様子が観察されたのである。（細胞分画やウェスタンブロッティングといった）標準的・伝統的...
https://ja.wikipedia.org/wiki?curid=3201739,代数関数,... 乗根 formula_12 は方程式を解く代数関数である。驚くべきことに、代数関数の逆関数は代数関数である。各値の に対して が方程式の解となると仮定するならば、 は各値の に対するこの方程式の解であ...
https://ja.wikipedia.org/wiki?curid=3144196,ほら男爵の冒険 (映画),...その権力で正義も不正も意のままに…。」といったセリフである。驚くべきことに、当時、第三帝国と戦争状態にあったロシアについて否定的な描写がない。ただしロシアをドイツ人が統治していたことは歴史的に見て正確で...
https://ja.wikipedia.org/wiki?curid=3131186,ジャン＝クリストフ・マイヨー,...のインタビューでマイヨーは「この2人はぼくと仕事をするとき、驚くべきことに、ぼくのアイディアをさらに遠くまで発展させてしまうのです」と評し、「ベルニスとガエタンは、ぼくの仕事から最高の質を引き出すのです...
https://ja.wikipedia.org/wiki?curid=3191984,アルフレート・シュヴァルツマン,...化して高い創傷熱を発すると早々に騎士鉄十字章が授与されたが、驚くべきことに何とか高熱に打ち勝ち長い治療期間の後に完全に治癒した。重みに欠ける勲章の授与を知っていたにもかかわらずシュヴァルツマンは常にこの...
https://ja.wikipedia.org/wiki?curid=3190390,非可換環,...純であるとは、自身の上の左加群として半単純であることをいう。驚くべきことに、左半単純環は右半単純環でもあり、逆もまた然り。それゆえ左右の区別は不要である。代数学において、半原始環、あるいはジャコブソン半...
https://ja.wikipedia.org/wiki?curid=3137703,マット・アンダーソン (バレーボール),"...た。ペンシルベニア州立大学に進んだアンダーソンは、2年次には驚くべきことに身長が207cm（6'10""）に達した。高校時代の元来のポジションはミドルブロッカーであったが、イーデンVCではアウトサイドヒッ..."
https://ja.wikipedia.org/wiki?curid=3149312,The dress,...店からわずか30分、しかも再入荷したところなのに売り切れた。驚くべきことになった。」と述べている。2月28日、ローマン・オリジナルズは白と金色のドレス1着をコミック・リリーフチャリティオークションに出品...
https://ja.wikipedia.org/wiki?curid=3146332,Invariant basis number,"...ともみられるが、この 2 つのランクは一致するとは限らない。驚くべきことに、任意の整数 ""m"", ""n"" > 1 に対して、体の拡大 ""K"" ⊂ ""L"" であって、""L"" は ""K"" 上左から見て ""m..."
https://ja.wikipedia.org/wiki?curid=3087343,ベルニス・コピエテルス,...のインタビューでマイヨーは「この2人はぼくと仕事をするとき、驚くべきことに、ぼくのアイディアをさらに遠くまで発展させてしまうのです」と評し、「ベルニスとガエタンは、ぼくの仕事から最高の質を引き出すのです...
https://ja.wikipedia.org/wiki?curid=3115843,甘く、殺伐とした恋人,...イ・ミナ(チェ・ガンヒ)にデートを申し込むことになる。ミナは驚くべきことに彼の下手なデートの申し込みを受け入れる。だが、初めて恋愛をするデウの言動は粗雑なだけ。ミナはそんなデウとのデートに心を痛めるが、...
https://ja.wikipedia.org/wiki?curid=3360808,ジョン・ヒューズ (実業家),...で、そして1889年のヒューズ没後は4人の息子達の管理下で。驚くべきことに、ジョン・ヒューズは半文盲(semi-literate)だった。彼は文字が書けず、読めるのは大文字だけだった。ヒューズは1889...
https://ja.wikipedia.org/wiki?curid=3388329,天国からの奇跡,...を患っていた。ある日、アンナは庭の木から落ち臨死体験をする。驚くべきことに、アンナは擦り傷程度の怪我で済んだのだった。さらに、ボストンの病院で診察を受けた結果、アンナの消化器障害が完治していることが判明...
https://ja.wikipedia.org/wiki?curid=3420447,マーシー (スティーヴ・ジョーンズのアルバム),...987年5月31日付の『ロサンゼルス・タイムズ』紙において「驚くべきことに、攻撃的でもアグレッシヴでも大胆不敵でもない。何曲かはかなりハードにロックしているが、全体的にはむしろ物悲しい」と評している。特...
https://ja.wikipedia.org/wiki?curid=3382402,海底 (X-ファイルのエピソード),...ーは海底で第二次世界大戦に使用された戦闘機の残骸を発見する。驚くべきことに、そのコックピット内には生存者がいた。彼の目は不気味なほどに黒い。ゴーシャーは何事もなかったかのように帰船するが、彼はすでにブラ...
https://ja.wikipedia.org/wiki?curid=3851616,セーラーハット作戦,...ンケットが壊れて噴射口ドアが飛び出るなど酷く破損していたが、驚くべきことにそれでも作動した。電子機器を載せた三脚マストは壊れて甲板に倒れ込んだ。爆破側では強化型艦橋の機器は2インチほどずれていた。リーヒ...
https://ja.wikipedia.org/wiki?curid=3880193,マンハッタン島の挽き離し,...ろう、島の薄い部分は居住不能とされ得るだろう、と考えられた。驚くべきことに、主な関心事は、着想の無益さではなくて、ロングアイランドがじゃまになっているということであった。ロジャーは、最後には労働力と後方...
https://ja.wikipedia.org/wiki?curid=3879446,ウイルス学の歴史,...タイン・バール・ウイルス (EBウイルス) と呼ばれている。驚くべきことに、EBウイルスは欧州人には極めてありふれたもので、比較的穏やかな感染を引き起こすウイルスである。なぜアフリカ人で深刻な病気が引き...
https://ja.wikipedia.org/wiki?curid=3298157,イヴ (X-ファイルのエピソード),...は何者かに誘拐された。2人がリアドン家を訪れ、遺族に会った。驚くべきことに、被害者の娘のシンディーはティーナと瓜二つであった。シンディーの母親はサンフランシスコの産婦人科で体外受精を受け、シンディーを授...
https://ja.wikipedia.org/wiki?curid=3285774,影 (X-ファイルのエピソード),...た女性、ローレン・カイトは2人の強盗に金を奪われてしまった。驚くべきことに、強盗二人の死体が裏通りで発見されるのだった。モルダーとスカリーは正体不明のエージェントからの依頼を受けて強盗殺害事件の捜査に出...
https://ja.wikipedia.org/wiki?curid=3306540,性を曲げるもの,...け目に身を隠した。その裂け目の中には、病人が横たわっていた。驚くべきことに、彼は女性へと変化していたのである。その頃、アンドリューはスカリーを不思議な力で誘惑していた。スカリーはそれに抵抗することができ...
https://ja.wikipedia.org/wiki?curid=3269208,スクィーズ (X-ファイルのエピソード),...を訪れ、その時に撮影されたトゥームスの写真を見せてもらった。驚くべきことに、その容姿は60年間変化していなかったのである。2人はベックマンから聞いたトゥームスがかつて住んでいたアパートへ向かい、そこで新...
https://ja.wikipedia.org/wiki?curid=2598593,ローラ (ドイツ),...見された。全部で約 20 体の埋葬された男性、女性、子供は、驚くべきことに火葬されていた。さらにあの世へに旅する死者は、ヘッセンの他の巨石墓とは異なり、多くの陶器や日用品が副葬されている。取っ手付き杯（...
https://ja.wikipedia.org/wiki?curid=3058994,ユゼルシュ,...洗礼堂がここに存在していた可能性がある。ヴィニュロン広場は、驚くべきことに現在のノートルダム礼拝堂である。992年にセギュール子爵アルシャンボー1世によって修道士たちに割譲されたノートルダム・デュ・デゼ...
https://ja.wikipedia.org/wiki?curid=3019914,シカゴ19,...バンドメンバー間の葛藤によって再び犠牲者が出ることになった。驚くべきことに、1990年、バンド結成以来のオリジナル・メンバーであったドラマーのダニー・セラフィンがクビになったのである（彼にとってはこのア...
https://ja.wikipedia.org/wiki?curid=3052378,カンボジア作戦,...、ベトナム人民軍(PAVN)の激しい抵抗を想定していました。驚くべきことに、戦闘は発生せず、コンポンチャムの包囲はベトナム共和国陸軍(ARVN)の98人戦死者の犠牲のみで達成することができました。カンボ...
https://ja.wikipedia.org/wiki?curid=3061544,半単純環,"...を左 ""A""-加群と見て ""A"" が半単純であることをいう。驚くべきことに、""左半単純環""は""右半単純環""であり、逆もまた然り。可換体上の（単位元をもつ結合的）多元環が半単純であるとは、それが環として半..."
https://ja.wikipedia.org/wiki?curid=3084947,半単純加群,...は、それがそれ自身の上の左加群として半単純であることをいう。驚くべきことに、左半単純環は右半単純でもあり、逆も同様である。左右の区別はしたがって不要であり、半単純環についてあいまいさなく話すことができる...
